#ID_REF = 
#VALUE = Quantification
ID_REF	VALUE
7893049	1.61959
7893050	9.41932
7893051	2.94326
7893052	2.59686
7893053	1.46578
7893055	1.40153
7893056	2.64764
7893057	1.62464
7893058	9.70877
7893059	4.58498
7893060	2.07169
7893061	9.22169
7893062	1.60439
7893063	2.68336
7893064	6.91128
7893065	2.38737
7893066	1.05463
7893067	5.81859
7893068	4.05876
7893069	4.85744
7893070	8.88191
7893071	4.62396
7893072	3.56248
7893073	7.69712
7893074	6.44714
7893075	8.86558
7893076	2.32707
7893077	11.6103
7893078	1.36769
7893079	8.95576
7893080	1.83277
7893081	9.29639
7893082	4.29331
7893083	3.15624
7893084	5.27476
7893085	6.40999
7893086	8.42894
7893087	8.73666
7893088	2.9079
7893089	4.657
7893090	10.3336
7893091	6.13887
7893092	2.93343
7893093	1.9585
7893094	10.7416
7893095	2.15548
7893096	6.82104
7893097	4.83675
7893098	3.57067
7893099	3.00366
7893100	4.03399
7893101	9.60147
7893102	1.37515
7893103	10.6681
7893104	2.97928
7893105	6.01507
7893106	6.0168
7893107	1.34276
7893108	0.946067
7893109	2.7152
7893110	2.43246
7893111	1.20644
7893112	0.952549
7893113	7.5012
7893114	3.25241
7893115	1.82376
7893116	5.52124
7893117	1.70543
7893118	3.9847
7893119	2.31043
7893120	2.71703
7893121	6.25787
7893122	6.93759
7893123	3.72762
7893124	1.77739
7893125	5.57409
7893126	1.23339
7893127	2.06042
7893128	5.23098
7893129	1.63459
7893130	9.09895
7893131	9.47707
7893132	1.18451
7893133	9.16554
7893134	5.45407
7893135	1.36769
7893136	1.31132
7893137	1.20819
7893138	10.5611
7893139	10.8722
7893140	10.2081
7893141	2.2138
7893142	1.4746
7893143	1.80051
7893144	1.55249
7893145	4.33709
7893146	2.82105
7893147	10.3648
7893148	5.85332
7893149	1.92233
7893150	1.25814
7893151	3.70865
7893152	7.80231
7893153	9.22727
7893154	3.99711
7893155	3.27095
7893156	1.20177
7893157	1.46681
7893158	4.60173
7893159	1.64096
7893160	9.03954
7893161	1.68707
7893162	2.78216
7893163	1.21684
7893164	5.44879
7893165	2.88651
7893166	3.47295
7893167	4.07215
7893168	4.66852
7893169	3.15114
7893170	3.1578
7893171	1.57981
7893172	4.95268
7893173	11.644
7893174	2.18462
7893175	3.74621
7893176	1.26802
7893177	2.60636
7893178	1.20177
7893179	2.47133
7893180	4.333
7893181	8.79904
7893182	3.97073
7893183	2.66423
7893184	6.70686
7893185	3.10648
7893186	1.63419
7893187	9.02409
7893188	1.49848
7893189	10.8143
7893190	4.17682
7893191	7.50739
7893192	1.90734
7893193	2.16838
7893194	9.10434
7893195	1.57195
7893196	7.96078
7893197	1.14387
7893198	1.34765
7893199	1.56006
7893200	1.38517
7893201	8.83937
7893202	3.02678
7893203	1.10098
7893204	2.25314
7893205	10.2874
7893206	2.54528
7893207	4.54659
7893208	7.97284
7893209	5.34985
7893210	5.96543
7893211	1.92252
7893212	1.69288
7893213	1.14357
7893214	1.38889
7893215	1.9867
7893216	1.30518
7893217	10.2229
7893218	11.5625
7893219	2.84169
7893220	6.27946
7893221	1.44282
7893222	1.53636
7893223	2.50058
7893224	1.70803
7893225	1.81134
7893226	3.16883
7893227	4.53024
7893228	3.97917
7893229	3.26868
7893230	1.36769
7893231	8.48528
7893232	4.12639
7893233	1.0452
7893234	3.44362
7893235	3.6902
7893236	5.59603
7893237	7.80251
7893238	9.98247
7893239	4.32843
7893240	6.95449
7893241	1.61959
7893242	6.87868
7893243	1.2664
7893244	8.90183
7893245	1.93706
7893246	4.14013
7893247	7.21934
7893248	6.12855
7893249	6.88899
7893250	1.83597
7893251	1.56367
7893252	3.37493
7893253	1.80545
7893254	2.92784
7893255	1.75242
7893256	1.95732
7893257	5.27972
7893258	8.57758
7893259	8.95809
7893260	2.5275
7893261	9.56921
7893262	8.92662
7893263	4.78925
7893264	9.98162
7893265	2.11298
7893266	9.13579
7893267	2.17631
7893268	4.58155
7893269	4.44266
7893270	10.4621
7893271	9.85053
7893272	9.37886
7893273	2.8432
7893274	1.36488
7893275	1.9403
7893276	1.42574
7893277	2.83921
7893278	3.56005
7893279	2.3005
7893280	1.21935
7893281	8.54851
7893282	1.72365
7893283	8.4759
7893284	1.88755
7893285	3.81946
7893286	2.40177
7893287	1.65594
7893288	5.23667
7893289	7.44014
7893290	4.04217
7893291	2.57298
7893292	1.64657
7893293	1.26163
7893294	5.59218
7893295	1.38323
7893296	1.218
7893297	8.05463
7893298	6.32979
7893299	2.47342
7893300	3.9883
7893301	1.23975
7893302	3.17629
7893303	1.69868
7893304	4.14901
7893305	2.89328
7893306	5.04367
7893307	1.43727
7893308	1.74475
7893309	5.17955
7893310	2.37498
7893311	3.722
7893312	1.20177
7893313	6.93968
7893314	1.76757
7893315	2.29934
7893316	9.7669
7893317	1.10157
7893318	1.80767
7893319	1.73295
7893320	1.08743
7893321	7.02416
7893322	3.30478
7893323	1.5581
7893324	3.43374
7893325	1.84369
7893326	1.16611
7893327	1.2664
7893328	1.20644
7893329	5.8179
7893330	1.21684
7893331	2.13665
7893332	3.64981
7893333	4.74628
7893334	4.67374
7893335	2.15256
7893336	7.16479
7893337	6.38558
7893338	6.29052
7893339	6.81255
7893340	5.09105
7893341	4.74262
7893342	2.05513
7893343	3.2634
7893344	8.09213
7893345	11.0065
7893346	7.49823
7893347	1.14859
7893348	8.69409
7893349	5.42276
7893350	3.7201
7893351	7.44693
7893352	3.76885
7893353	6.42407
7893354	8.38971
7893355	4.737
7893356	6.81545
7893357	10.9074
7893358	4.26909
7893359	4.49102
7893360	4.3217
7893361	4.16315
7893362	7.95381
7893363	2.74678
7893364	9.12455
7893365	1.64425
7893366	1.9051
7893367	2.62332
7893368	1.23001
7893369	4.44359
7893370	2.77986
7893371	10.2857
7893372	1.61959
7893373	3.90824
7893374	10.1651
7893375	1.42765
7893376	2.58564
7893377	1.38001
7893378	1.45192
7893379	1.13106
7893380	2.46761
7893381	1.34253
7893382	10.4323
7893383	2.62649
7893384	5.68501
7893385	8.23253
7893386	11.1301
7893387	1.04917
7893388	1.39132
7893389	1.04619
7893390	7.70756
7893391	6.40377
7893392	2.45691
7893393	10.9527
7893394	9.33405
7893395	8.47468
7893396	3.18067
7893397	1.74296
7893398	1.79935
7893399	9.23776
7893400	1.8241
7893401	2.12882
7893402	6.05938
7893403	2.80552
7893404	2.48927
7893405	3.03776
7893406	1.74627
7893407	8.30569
7893408	1.79517
7893409	5.43533
7893410	4.86586
7893411	4.01263
7893412	1.21635
7893413	7.40911
7893414	10.1767
7893415	2.50242
7893416	3.23224
7893417	1.4175
7893418	5.47346
7893419	9.73707
7893420	7.88252
7893421	1.39573
7893422	10.4159
7893423	1.47639
7893424	9.72791
7893425	1.8176
7893426	1.6534
7893427	2.64077
7893428	3.92497
7893429	2.42633
7893430	1.2484
7893431	1.82273
7893432	3.72396
7893433	2.88577
7893434	1.27633
7893435	6.22549
7893436	3.06493
7893437	2.60601
7893438	5.9512
7893439	10.0203
7893440	1.37293
7893441	7.44626
7893442	1.68827
7893443	5.7242
7893444	2.45756
7893445	3.30478
7893446	2.95329
7893447	9.47517
7893448	7.16608
7893449	5.90063
7893450	1.98205
7893451	2.50096
7893452	1.3181
7893453	1.92447
7893454	8.65173
7893455	2.09412
7893456	1.98734
7893457	1.19108
7893458	8.62584
7893459	1.73936
7893460	8.91348
7893461	6.13152
7893462	1.37797
7893463	4.24707
7893464	3.24299
7893465	2.46676
7893466	11.1754
7893467	7.89942
7893468	2.12416
7893469	10.5955
7893470	3.97939
7893471	2.108
7893472	3.51498
7893473	5.7758
7893474	1.63883
7893475	3.09149
7893476	8.95476
7893477	6.71063
7893478	2.50782
7893479	1.39057
7893480	5.68256
7893481	5.7503
7893482	1.5536
7893483	4.59763
7893484	1.48761
7893485	8.66255
7893486	11.4664
7893487	1.00617
7893488	2.8319
7893489	1.04838
7893490	1.45234
7893491	6.56452
7893492	4.19293
7893493	1.50061
7893494	8.28415
7893495	1.69717
7893496	1.31523
7893497	4.51271
7893498	10.2104
7893499	1.41117
7893500	5.24661
7893501	2.31714
7893502	1.10051
7893503	3.57901
7893504	8.1394
7893505	1.19222
7893506	4.1253
7893507	11.438
7893508	1.88331
7893509	2.13324
7893510	1.86022
7893511	3.63993
7893512	1.20625
7893513	6.22365
7893514	1.16079
7893515	5.59974
7893516	9.73773
7893517	7.08848
7893518	6.5575
7893519	1.05201
7893520	1.42859
7893521	1.10051
7893522	1.48761
7893523	2.92227
7893524	2.24734
7893525	4.23897
7893526	1.43727
7893527	1.47863
7893528	4.78662
7893529	2.21924
7893530	10.2805
7893531	4.00973
7893532	0.946067
7893533	5.66751
7893534	7.56433
7893535	3.07773
7893536	8.54662
7893537	1.70727
7893538	2.79584
7893539	10.4787
7893540	9.57307
7893541	1.40677
7893542	2.64347
7893543	10.7407
7893544	6.4835
7893545	7.08898
7893546	6.00135
7893547	11.2944
7893548	1.56921
7893549	4.72531
7893550	9.39679
7893551	8.41897
7893552	3.79679
7893553	2.24765
7893554	8.716
7893555	4.11838
7893556	3.09251
7893557	4.37157
7893558	9.85529
7893559	11.0494
7893560	5.55558
7893561	8.03462
7893562	1.6041
7893563	1.57637
7893564	11.7925
7893565	1.68616
7893566	1.54426
7893567	3.02473
7893568	3.27959
7893569	1.03932
7893570	6.11825
7893571	9.97576
7893572	5.69939
7893573	7.87386
7893574	9.38868
7893575	2.00833
7893576	1.89667
7893577	1.74295
7893578	1.86798
7893579	1.3214
7893580	2.40307
7893581	1.86959
7893582	11.7612
7893583	1.51876
7893584	1.42765
7893585	3.98613
7893586	4.70248
7893587	4.69199
7893588	3.27988
7893589	4.10114
7893590	2.04242
7893591	9.12209
7893592	10.1931
7893593	7.06478
7893594	6.83116
7893595	1.48761
7893596	3.3365
7893597	2.10422
7893598	5.95172
7893599	6.22256
7893600	4.28782
7893601	4.51588
7893602	9.49546
7893603	9.61237
7893604	1.6778
7893605	8.22655
7893606	2.50638
7893607	1.84738
7893608	4.96427
7893609	9.83325
7893610	3.56502
7893611	2.19058
7893612	1.68366
7893613	7.32408
7893614	1.6652
7893615	3.83995
7893616	5.84214
7893617	3.52349
7893618	1.91468
7893619	7.98902
7893620	1.0452
7893621	1.20644
7893622	1.0452
7893623	1.38782
7893624	3.0529
7893625	1.34743
7893626	1.26319
7893627	3.17221
7893628	6.45517
7893629	1.6484
7893630	4.94174
7893631	3.93029
7893632	11.3476
7893633	6.24301
7893634	8.09311
7893635	2.11115
7893636	1.16817
7893637	3.14889
7893638	2.02461
7893639	8.53236
7893640	7.32941
7893641	9.70218
7893642	10.848
7893643	2.00554
7893644	2.31714
7893645	1.31726
7893646	5.78184
7893647	11.7107
7893648	1.08931
7893649	8.48767
7893650	11.1072
7893651	6.02184
7893652	3.89415
7893653	3.16928
7893654	1.88418
7893655	1.60814
7893656	0.945976
7893657	4.83789
7893658	2.50553
7893659	2.90704
7893660	6.43641
7893661	6.07811
7893662	10.5745
7893663	2.03611
7893664	7.3372
7893665	3.86793
7893666	1.42889
7893667	1.78524
7893668	1.74627
7893669	1.67476
7893670	7.1373
7893671	1.80221
7893672	4.26909
7893673	2.02793
7893674	0.861899
7893675	5.90173
7893676	10.4295
7893677	9.71373
7893678	1.61694
7893679	1.78861
7893681	1.88894
7893682	6.00483
7893683	2.91216
7893684	7.15747
7893685	8.07773
7893686	2.90502
7893687	1.33479
7893688	2.70349
7893689	8.9334
7893690	8.34915
7893691	1.55647
7893692	5.79072
7893693	2.59261
7893694	1.0452
7893695	3.49179
7893696	5.01468
7893697	1.54515
7893698	4.10225
7893699	1.84623
7893700	6.45712
7893701	7.47529
7893702	1.0265
7893703	1.97759
7893704	2.86431
7893705	5.4389
7893706	2.44722
7893707	4.28491
7893708	7.15506
7893709	8.17322
7893710	8.32686
7893711	7.87299
7893712	1.37031
7893713	3.48976
7893714	7.20199
7893715	7.79868
7893716	2.69541
7893717	1.89935
7893718	1.44496
7893719	1.54365
7893720	5.18065
7893721	4.69637
7893722	4.27782
7893723	3.27324
7893724	3.05042
7893725	9.64116
7893726	3.77017
7893727	11.5694
7893728	4.68664
7893729	6.13757
7893730	2.13145
7893731	9.25811
7893732	9.93673
7893733	8.98512
7893734	9.36259
7893735	1.42765
7893736	2.62053
7893737	2.69046
7893738	7.88967
7893739	6.41729
7893740	8.37066
7893741	1.15447
7893742	1.61694
7893743	2.62053
7893744	6.55319
7893745	5.4752
7893746	2.08533
7893747	7.71507
7893748	3.52349
7893749	1.42765
7893750	4.20239
7893751	3.14344
7893752	7.19635
7893753	1.61435
7893754	1.66155
7893755	1.25496
7893756	1.98846
7893757	4.98324
7893758	1.31132
7893759	11.0287
7893760	0.909588
7893761	2.4499
7893762	11.3915
7893763	10.6426
7893764	4.51097
7893765	4.56734
7893766	3.64166
7893767	4.25049
7893768	3.07866
7893769	5.31071
7893770	1.50481
7893771	2.23703
7893772	2.69831
7893773	9.61432
7893774	8.63975
7893775	1.53713
7893776	2.37982
7893777	6.41323
7893778	8.10964
7893779	7.0013
7893780	1.89398
7893781	5.35093
7893782	6.36685
7893783	7.99968
7893784	2.40392
7893785	9.4752
7893786	2.70514
7893787	1.5536
7893788	7.9472
7893789	6.00339
7893790	4.59013
7893791	1.70211
7893792	7.81125
7893793	5.1878
7893794	3.52103
7893795	2.37632
7893796	3.2809
7893797	3.23738
7893798	3.94566
7893799	1.48447
7893800	4.39263
7893801	1.1868
7893802	9.23855
7893803	1.11474
7893804	2.0286
7893805	6.40661
7893806	2.60781
7893807	3.76761
7893808	11.3768
7893809	5.82321
7893810	5.52566
7893811	1.86851
7893812	2.12412
7893813	3.76565
7893814	1.74627
7893815	9.99544
7893816	8.85863
7893817	2.85173
7893818	4.36355
7893819	1.18504
7893820	7.79866
7893821	6.86856
7893822	3.79089
7893823	2.01046
7893824	3.5486
7893825	0.995632
7893826	1.51528
7893827	7.3848
7893828	4.14024
7893829	1.22463
7893830	4.82331
7893831	4.65092
7893832	3.5547
7893833	5.23545
7893834	4.42572
7893835	6.00451
7893836	6.39685
7893837	2.37506
7893838	8.3446
7893839	1.86642
7893840	7.20606
7893841	5.15582
7893842	3.32138
7893843	2.02866
7893844	1.77555
7893845	1.89304
7893846	2.10959
7893847	1.4723
7893848	2.38737
7893849	2.53905
7893850	9.3393
7893851	0.902983
7893853	4.84044
7893854	1.29986
7893855	8.76932
7893856	7.383
7893857	2.94121
7893858	1.54066
7893859	1.85793
7893860	2.88782
7893861	3.34789
7893862	1.61959
7893863	1.43557
7893864	2.76393
7893865	1.53117
7893866	11.087
7893867	4.12942
7893868	2.53243
7893869	3.0211
7893870	7.17332
7893871	3.30879
7893872	2.23347
7893873	1.90734
7893874	2.46429
7893875	4.93082
7893876	4.07641
7893877	2.30206
7893878	4.9531
7893879	3.21163
7893880	10.4811
7893881	4.2583
7893882	2.85926
7893883	10.2662
7893884	2.90407
7893885	0.946067
7893886	6.96981
7893887	1.82799
7893888	6.67571
7893889	2.7698
7893890	2.1775
7893891	1.06681
7893892	7.79297
7893893	5.53496
7893894	1.70317
7893895	1.88097
7893896	3.1419
7893897	1.62882
7893898	2.64078
7893899	1.46242
7893900	5.2714
7893901	6.91751
7893902	1.13388
7893904	10.4479
7893905	8.98285
7893906	4.06918
7893907	3.16928
7893908	3.80025
7893909	1.29653
7893910	6.44282
7893911	1.36234
7893912	1.9828
7893913	8.23914
7893914	6.97578
7893915	1.72917
7893916	6.65171
7893917	1.27025
7893918	3.85412
7893919	7.73439
7893920	3.37193
7893921	6.21615
7893922	5.3185
7893923	10.9619
7893924	1.88894
7893925	4.86636
7893926	10.062
7893927	2.31424
7893928	8.11562
7893929	6.38116
7893930	6.01615
7893931	1.09841
7893932	4.92476
7893933	7.15075
7893934	3.64353
7893935	1.48761
7893936	3.42951
7893937	5.8857
7893938	3.37259
7893939	7.81061
7893940	1.4931
7893941	8.1539
7893942	1.60369
7893943	2.12542
7893944	1.28667
7893945	1.44376
7893946	7.3659
7893947	3.32899
7893948	7.60285
7893949	4.70601
7893950	2.08162
7893951	2.48048
7893952	7.39802
7893953	4.95854
7893954	3.9681
7893955	1.93637
7893956	10.9374
7893957	3.96734
7893958	3.41282
7893959	6.23139
7893960	6.34288
7893961	6.80176
7893962	2.19452
7893963	1.44132
7893964	1.03987
7893965	2.13217
7893966	9.81091
7893967	4.06701
7893968	3.94076
7893969	1.22169
7893970	2.59016
7893971	2.02549
7893972	7.75255
7893973	8.6073
7893974	1.39649
7893975	1.42765
7893976	3.14632
7893977	1.48856
7893978	1.4175
7893979	7.15109
7893980	1.36781
7893981	7.75309
7893982	1.16558
7893983	2.36506
7893984	1.9315
7893985	1.6909
7893986	3.84788
7893987	2.02517
7893988	1.2352
7893989	2.62053
7893990	1.73061
7893991	6.71398
7893992	4.3741
7893993	9.26348
7893994	1.64224
7893995	2.85911
7893996	1.31132
7893997	4.47557
7893998	4.01021
7893999	2.33259
7894000	10.4122
7894001	1.88919
7894002	1.58547
7894003	1.4825
7894004	1.37598
7894005	7.25846
7894006	1.14197
7894007	8.67156
7894008	2.01462
7894009	1.76456
7894010	1.19518
7894011	6.72049
7894012	11.2108
7894013	2.03455
7894014	1.14859
7894015	5.90136
7894016	3.10434
7894017	2.67749
7894018	3.89111
7894019	10.0641
7894020	2.00946
7894021	2.29247
7894022	1.76662
7894023	1.37128
7894024	1.60586
7894025	1.12892
7894026	4.84822
7894027	4.45728
7894028	4.04587
7894029	8.83878
7894030	2.02866
7894031	5.98987
7894032	1.65467
7894033	10.9688
7894034	3.53997
7894035	1.13107
7894036	9.96445
7894037	7.16973
7894038	1.88894
7894039	1.97813
7894040	1.92599
7894041	7.4621
7894042	6.68545
7894043	10.1564
7894044	8.42589
7894045	1.56138
7894046	4.74398
7894047	2.62553
7894048	5.52401
7894049	6.50604
7894050	1.68151
7894051	10.9905
7894052	3.85033
7894053	2.0413
7894054	1.14859
7894055	6.71481
7894056	5.19307
7894057	10.8892
7894058	10.9091
